Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6862.80 Mobile Safari/537.36 Telegram-Android/11.2.5 (Realme RMX3312; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6831.63 Mobile Safari/537.36 Telegram-Android/11.3.0 (Google G025J; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6718.76 Mobile Safari/537.36 Telegram-Android/11.2.4 (AT&T N986U; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6788.47 Mobile Safari/537.36 Telegram-Android/11.1.5 (Samsung SM-F731B; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6751.38 Mobile Safari/537.36 Telegram-Android/11.2.9 (Realme RMX3688; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6705.55 Mobile Safari/537.36 Telegram-Android/11.3.0 (Infinix X6827; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6800.59 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi 23046PNC9C; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6863.56 Mobile Safari/537.36 Telegram-Android/11.2.8 (AT&T A042U; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6733.45 Mobile Safari/537.36 Telegram-Android/11.1.8 (Realme RMX3687; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6889.43 Mobile Safari/537.36 Telegram-Android/11.2.2 (ZTE NX729J; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6819.91 Mobile Safari/537.36 Telegram-Android/11.0.0 (Infinix X6827; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6839.61 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3312; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6710.72 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo L71061; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6880.37 Mobile Safari/537.36 Telegram-Android/11.0.7 (ASUS ASUS_I004B; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6743.42 Mobile Safari/537.36 Telegram-Android/11.3.0 (Samsung SM-A047F; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6722.83 Mobile Safari/537.36 Telegram-Android/11.0.0 (ZTE P892N21; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6872.31 Mobile Safari/537.36 Telegram-Android/11.2.0 (Infinix X6810; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6861.43 Mobile Safari/537.36 Telegram-Android/11.0.8 (ASUS ASUS_I003DD; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6876.47 Mobile Safari/537.36 Telegram-Android/11.1.9 (ASUS ASUS_X01AD; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6789.72 Mobile Safari/537.36 Telegram-Android/11.0.6 (ZTE P892N22; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6825.57 Mobile Safari/537.36 Telegram-Android/11.0.2 (vivo V2241A; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6896.38 Mobile Safari/537.36 Telegram-Android/11.3.0 (Infinix X6819; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6790.61 Mobile Safari/537.36 Telegram-Android/11.2.1 (OnePlus PHK110; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6732.91 Mobile Safari/537.36 Telegram-Android/11.1.2 (OnePlus PGZ110; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6848.97 Mobile Safari/537.36 Telegram-Android/11.0.8 (Lenovo L72051; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6828.52 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX669J; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6807.31 Mobile Safari/537.36 Telegram-Android/11.0.9 (ASUS ASUS_I002DB; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6762.86 Mobile Safari/537.36 Telegram-Android/11.1.7 (OnePlus NE2211; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6762.84 Mobile Safari/537.36 Telegram-Android/11.1.9 (ZTE NX669J; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6771.43 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi 22081212C; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6800.87 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi 2301BDDSG; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6759.39 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3762; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6708.73 Mobile Safari/537.36 Telegram-Android/11.2.2 (OnePlus CPH2399; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6840.38 Mobile Safari/537.36 Telegram-Android/11.0.3 (Infinix X659B; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6723.67 Mobile Safari/537.36 Telegram-Android/11.2.6 (Samsung SM-A146B; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6844.38 Mobile Safari/537.36 Telegram-Android/11.0.1 (OnePlus CPH2471; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6889.72 Mobile Safari/537.36 Telegram-Android/11.2.3 (ASUS ASUS_I002D; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6846.53 Mobile Safari/537.36 Telegram-Android/11.1.0 (Google G1AZG; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6850.82 Mobile Safari/537.36 Telegram-Android/11.0.6 (Lenovo TB450K; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6870.40 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T G767U; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6876.76 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus LE2101; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6748.97 Mobile Safari/537.36 Telegram-Android/11.0.3 (ZTE NX679J; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6701.57 Mobile Safari/537.36 Telegram-Android/11.2.2 (Infinix X6815; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6857.66 Mobile Safari/537.36 Telegram-Android/11.2.0 (Lenovo L72051; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6740.77 Mobile Safari/537.36 Telegram-Android/11.2.0 (ASUS ASUS_AI2201; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6811.96 Mobile Safari/537.36 Telegram-Android/11.2.0 (Xiaomi 2301BDDSG; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6854.99 Mobile Safari/537.36 Telegram-Android/11.3.0 (OPPO CPH2459; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6782.52 Mobile Safari/537.36 Telegram-Android/11.0.0 (OPPO PDCM00; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6739.54 Mobile Safari/537.36 Telegram-Android/11.0.0 (vivo V2218A; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6724.62 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3761; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6774.53 Mobile Safari/537.36 Telegram-Android/11.0.5 (OnePlus CPH2399; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6863.96 Mobile Safari/537.36 Telegram-Android/11.1.4 (AT&T A146U; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6732.90 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX666J; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6746.56 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus CPH2419; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6838.55 Mobile Safari/537.36 Telegram-Android/11.1.2 (Realme RMX3687; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6736.45 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo L71061; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6737.73 Mobile Safari/537.36 Telegram-Android/11.3.0 (OPPO CPH2457; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6730.64 Mobile Safari/537.36 Telegram-Android/11.0.0 (Samsung SM-A736B; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6812.39 Mobile Safari/537.36 Telegram-Android/11.2.3 (Huawei CET-LX9; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6764.89 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus CPH2419; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6732.92 Mobile Safari/537.36 Telegram-Android/11.1.9 (Realme RMX3686; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6834.90 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_X01AD; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6884.31 Mobile Safari/537.36 Telegram-Android/11.1.0 (Xiaomi M2102J20SG; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6717.45 Mobile Safari/537.36 Telegram-Android/11.0.2 (OnePlus NE2211; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6863.45 Mobile Safari/537.36 Telegram-Android/11.2.7 (ASUS ASUS_AI2201; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6770.51 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus CPH2471; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6864.37 Mobile Safari/537.36 Telegram-Android/11.3.0 (Google G8VOU; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6764.78 Mobile Safari/537.36 Telegram-Android/11.0.3 (Huawei NOH-NX9; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6780.54 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus LE2101; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6715.35 Mobile Safari/537.36 Telegram-Android/11.1.7 (Samsung SM-F721B; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6824.83 Mobile Safari/537.36 Telegram-Android/11.0.1 (ZTE NX666J; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6726.52 Mobile Safari/537.36 Telegram-Android/11.1.7 (OnePlus CPH2413; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6707.70 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T A526U; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6848.48 Mobile Safari/537.36 Telegram-Android/11.1.6 (AT&T A526U; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6817.70 Mobile Safari/537.36 Telegram-Android/11.3.0 (Huawei PPA-LX9; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6785.92 Mobile Safari/537.36 Telegram-Android/11.0.6 (Lenovo TB450K; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6833.96 Mobile Safari/537.36 Telegram-Android/11.1.0 (ZTE P892N20; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6855.46 Mobile Safari/537.36 Telegram-Android/11.3.0 (Google GE2AE; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6835.90 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX666J; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6767.45 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3762; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6784.36 Mobile Safari/537.36 Telegram-Android/11.2.5 (Samsung SM-F926B; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6882.35 Mobile Safari/537.36 Telegram-Android/11.1.4 (AT&T A536U; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6806.84 Mobile Safari/537.36 Telegram-Android/11.2.9 (Huawei CET-LX9; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6777.53 Mobile Safari/537.36 Telegram-Android/11.2.6 (Huawei PAL-L29; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6760.89 Mobile Safari/537.36 Telegram-Android/11.3.0 (vivo V2245A; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6814.45 Mobile Safari/537.36 Telegram-Android/11.2.3 (Realme RMX3686; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6823.81 Mobile Safari/537.36 Telegram-Android/11.2.3 (Realme RMX3312; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6788.46 Mobile Safari/537.36 Telegram-Android/11.1.5 (vivo V2219A; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6778.57 Mobile Safari/537.36 Telegram-Android/11.2.0 (Infinix X6827; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6734.30 Mobile Safari/537.36 Telegram-Android/11.1.8 (Realme RMX3312; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6714.47 Mobile Safari/537.36 Telegram-Android/11.1.0 (Xiaomi 2305EPA48C; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6713.98 Mobile Safari/537.36 Telegram-Android/11.0.0 (vivo V2206; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6728.77 Mobile Safari/537.36 Telegram-Android/11.1.6 (Google G1AZG; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6896.42 Mobile Safari/537.36 Telegram-Android/11.1.8 (Lenovo L72581; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6894.71 Mobile Safari/537.36 Telegram-Android/11.1.1 (OnePlus CPH2477; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6780.54 Mobile Safari/537.36 Telegram-Android/11.2.4 (vivo V2151; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6784.78 Mobile Safari/537.36 Telegram-Android/11.2.6 (OnePlus CPH2419; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6733.71 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3686; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6770.76 Mobile Safari/537.36 Telegram-Android/11.1.6 (vivo V2164A; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6751.44 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus CPH2471; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6802.51 Mobile Safari/537.36 Telegram-Android/11.0.6 (Infinix X6810; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6891.65 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T N986U; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6718.54 Mobile Safari/537.36 Telegram-Android/11.0.0 (ZTE P892N20; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6854.34 Mobile Safari/537.36 Telegram-Android/11.2.2 (Realme RMX3700; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6848.85 Mobile Safari/537.36 Telegram-Android/11.2.8 (Huawei JLN-LX9; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6796.94 Mobile Safari/537.36 Telegram-Android/11.2.2 (vivo V2206; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6732.51 Mobile Safari/537.36 Telegram-Android/11.2.4 (ASUS ASUS_I002D; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6845.96 Mobile Safari/537.36 Telegram-Android/11.0.3 (Realme RMX3312; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6722.46 Mobile Safari/537.36 Telegram-Android/11.1.4 (Lenovo L72581; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6884.52 Mobile Safari/537.36 Telegram-Android/11.3.0 (vivo V2218A; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6759.96 Mobile Safari/537.36 Telegram-Android/11.0.3 (ZTE NX669J; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6706.64 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE P892N21; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6751.94 Mobile Safari/537.36 Telegram-Android/11.0.1 (vivo V2241A; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6800.86 Mobile Safari/537.36 Telegram-Android/11.3.0 (Infinix X670; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6779.63 Mobile Safari/537.36 Telegram-Android/11.2.3 (Lenovo L71061; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6722.51 Mobile Safari/537.36 Telegram-Android/11.2.1 (AT&T A536U; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6791.57 Mobile Safari/537.36 Telegram-Android/11.2.8 (AT&T G998U; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6795.94 Mobile Safari/537.36 Telegram-Android/11.0.4 (Huawei MGA-LX9; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6729.85 Mobile Safari/537.36 Telegram-Android/11.3.0 (Huawei DVC-LX9; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6845.49 Mobile Safari/537.36 Telegram-Android/11.0.2 (Google GB7N6; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6854.72 Mobile Safari/537.36 Telegram-Android/11.1.7 (Lenovo L71061; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6738.92 Mobile Safari/537.36 Telegram-Android/11.2.6 (Xiaomi M2102J20SG; Android 13; SDK 33; HIGH)
